Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2022,6,smithi2,Irv Smith Jr.,TE,MIN,@MIA,9.8,26,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,30.3,0.3,0.0,0.0,1.6,0.0,0.0,0.0,B-Game
2022,6,knoxd1,Dawson Knox,TE,BUF,@KC,8.3,22,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,25.8,0.3,0.0,0.0,1.5,0.0,0.0,0.0,B-Game
2022,6,disslw1,Will Dissly,TE,SEA,ARI,11.2,31,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,26.1,0.3,0.0,0.0,1.4,0.0,0.0,0.0,B-Game
2022,6,gesicm1,Mike Gesicki,TE,MIA,MIN,6.5,16,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,28.6,0.2,0.0,0.0,1.5,0.0,0.0,0.0,B-Game
2022,6,bellid1,Daniel Bellinger,TE,NYG,BAL,10.6,28,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,24.5,0.3,0.0,0.0,1.3,0.0,0.0,0.0,B-Game
2022,6,henryh1,Hunter Henry,TE,NE,@CLE,4.8,10,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,27.5,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2022,6,fantn1,Noah Fant,TE,SEA,ARI,11.2,31,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,22.4,0.2,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2022,6,kmetc1,Cole Kmet,TE,CHI,WAS,5.0,12,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,23.8,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2022,6,bratec1,Cameron Brate,TE,TB,@PIT,7.4,18,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,24.8,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2022,6,gentrz1,Zach Gentry,TE,PIT,TB,6.4,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,27.1,0.1,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2022,6,batesj1,John Bates,TE,WAS,@CHI,5.7,14,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,28.5,0.1,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2022,6,aliecm1,Mo Alie-Cox,TE,IND,JAX,2.4,3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,23.1,0.3,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2022,6,saubee1,Eric Saubert,TE,DEN,@LAC,2.9,4,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.7,0.2,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2022,6,gransk1,Kylen Granson,TE,IND,JAX,2.4,3,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,21.8,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2022,6,hendep1,Peyton Hendershot,TE,DAL,@PHI,5.1,13,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,21.0,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2022,6,likeli1,Isaiah Likely,TE,BAL,@NYG,8.5,23,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,16.3,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2022,6,thomai1,Ian Thomas,TE,CAR,@LAR,4.1,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,20.7,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2022,6,johnsj16,Juwan Johnson,TE,NO,CIN,7.8,19,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.4,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2022,6,trauta1,Adam Trautman,TE,NO,CIN,7.8,19,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,14.8,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,bryanh2,Harrison Bryant,TE,CLE,NE,7.9,20,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,15.4,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2022,6,mundtj1,Johnny Mundt,TE,MIN,@MIA,9.8,26,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,13.2,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,smithj6,Jonnu Smith,TE,NE,@CLE,4.8,10,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.7,0.0,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,heywac1,Connor Heyward,TE,PIT,TB,6.4,15,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,13.6,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,ferguj3,Jake Ferguson,TE,DAL,@PHI,5.1,13,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,13.3,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2022,6,griffr2,Ryan Griffin,TE,CHI,WAS,5.0,12,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.8,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2022,6,mcbrit2,Trey McBride,TE,ARI,@SEA,23.5,32,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,13.6,0.0,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2022,6,woodsj1,Jelani Woods,TE,IND,JAX,2.4,3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.7,0.2,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,trembt1,Tommy Tremble,TE,CAR,@LAR,4.1,7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,11.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2022,6,ottonc1,Cade Otton,TE,TB,@PIT,7.4,18,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,9.6,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,parkic1,Colby Parkinson,TE,SEA,ARI,11.2,31,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,13.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2022,6,okwuea1,Albert Okwuegbunam,TE,DEN,@LAC,2.9,4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,grayn1,Noah Gray,TE,KC,BUF,1.6,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,hessep1,Parker Hesse,TE,ATL,SF,2.4,2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,9.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,uzomac1,C.J. Uzomah,TE,NYJ,@GB,6.8,17,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,deguaj1,Josiah Deguara,TE,GB,NYJ,5.0,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2022,6,hudsot1,Tanner Hudson,TE,NYG,BAL,10.6,28,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.2,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,mckitt1,Tre McKitty,TE,LAC,DEN,4.7,9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,arnold1,Dan Arnold,TE,JAX,@IND,9.6,25,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2022,6,firksa1,Anthony Firkser,TE,ATL,SF,2.4,2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,blantk1,Kendall Blanton,TE,LAR,CAR,4.0,6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,davist4,Tyler Davis,TE,GB,NYJ,5.0,11,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,6.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2022,6,rogera1,Armani Rogers,TE,WAS,@CHI,5.7,14,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.2,0.1,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2022,6,parhad1,Donald Parham,TE,LAC,DEN,4.7,9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2022,6,becka1,Andrew Beck,TE,DEN,@LAC,2.9,4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2022,6,connet1,Tanner Conner,TE,MIA,MIN,6.5,16,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2022,6,sullis1,Stephen Sullivan,TE,CAR,@LAR,4.1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2022,6,manhec1,Chris Manhertz,TE,JAX,@IND,9.6,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2022,6,wescot1,Trevon Wesco,TE,CHI,WAS,5.0,12,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2022,6,olivej1,Josh Oliver,TE,BAL,@NYG,8.5,23,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2022,6,fortsj1,Jody Fortson,TE,KC,BUF,1.6,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2022,6,holtzj1,J.P. Holtz,TE,NO,CIN,7.8,19,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,stollj1,Jack Stoll,TE,PHI,DAL,4.2,8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,turnec2,Cole Turner,TE,WAS,@CHI,5.7,14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,wilcom1,Mitchell Wilcox,TE,CIN,@NO,3.4,5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,calcag1,Grant Calcaterra,TE,PHI,DAL,4.2,8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2022,6,succor1,Ryan Succop,K,TB,@PIT,5.0,8,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.9,A-Game
2022,6,tuckej1,Justin Tucker,K,BAL,@NYG,10.5,30,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.8,A-Game
2022,6,basst1,Tyler Bass,K,BUF,@KC,5.7,9,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,A-Game
2022,6,gaym1,Matt Gay,K,LAR,CAR,9.8,29,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.8,A-Game
2022,6,mcphee1,Evan McPherson,K,CIN,@NO,11.4,32,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.8,A-Game
2022,6,ellioj1,Jake Elliott,K,PHI,DAL,8.8,24,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.7,B-Game
2022,6,butkeh1,Harrison Butker,K,KC,BUF,3.7,3,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.6,B-Game
2022,6,gouldr1,Robbie Gould,K,SF,@ATL,8.4,22,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.7,B-Game
2022,6,hopkid2,Dustin Hopkins,K,LAC,DEN,8.5,23,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.6,B-Game
2022,6,josepg1,Greg Joseph,K,MIN,@MIA,5.0,7,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.7,B-Game
2022,6,mcmanb1,Brandon McManus,K,DEN,@LAC,6.5,18,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.8,B-Game
2022,6,crosbm1,Mason Crosby,K,GB,NYJ,6.5,17,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.5,B-Game
2022,6,lutzw1,Wil Lutz,K,NO,CIN,10.9,31,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.7,B-Game
2022,6,myersj1,Jason Myers,K,SEA,ARI,6.9,19,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.6,B-Game
2022,6,ammenm1,Matt Ammendola,K,ARI,@SEA,9.2,26,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,B-Game
2022,6,yorkc1,Cade York,K,CLE,NE,6.5,16,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.6,B-Game
2022,6,folkn1,Nick Folk,K,NE,@CLE,8.0,21,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.7,B-Game
2022,6,maherb1,Brett Maher,K,DAL,@PHI,3.7,4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.8,B-Game
2022,6,ganog1,Graham Gano,K,NYG,BAL,6.1,11,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.7,B-Game
2022,6,sandej1,Jason Sanders,K,MIA,MIN,6.5,15,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.7,B-Game
2022,6,zuerlg1,Greg Zuerlein,K,NYJ,@GB,6.4,13,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,B-Game
2022,6,santoc1,Cairo Santos,K,CHI,WAS,9.3,27,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.7,B-Game
2022,6,patter1,Riley Patterson,K,JAX,@IND,6.4,14,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,B-Game
2022,6,mclauc1,Chase McLaughlin,K,IND,JAX,3.8,5,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.6,B-Game
2022,6,kooy1,Younghoe Koo,K,ATL,SF,3.6,2,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,B-Game
2022,6,boswec1,Chris Boswell,K,PIT,TB,3.5,1,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,B-Game
2022,6,pineie1,Eddy Pineiro,K,CAR,@LAR,7.9,20,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.6,B-Game
2022,6,slyej1,Joey Slye,K,WAS,@CHI,6.4,12,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.3,C-Game
