"","POS","Player","<5","5 to 10","10 to 15","15 to 20","20 to 25",">25","PPR - AVG","PPR - 25th","PPR - 50th","PPR - 75th","Half - AVG","Half - 25th","Half - 50th","Half - 75th","Stand - AVG","Stand - 25th","Stand - 50th","Stand - 75th"
"152","WR","Richie James Jr",0.27,0.46,0.17,0.05,0.02,0.02,8.2,4.3,7.4,10.6,6.5,3.3,6.2,7.7,4.7,2.1,3.8,5.8
"153","WR","Robby Anderson",0.32,0.32,0.24,0.12,0,0,8.1,3.2,8.5,12.3,6.7,2.2,6.4,10.1,5.3,1.7,4.8,8.3
"154","WR","Jamal Agnew",0.36,0.36,0.15,0.04,0.09,0,8,4.1,6.9,10.2,6.5,2.9,5.3,8.1,4.9,2,3.1,6
"155","WR","Marquez Callaway",0.33,0.4,0.16,0.07,0.04,0,8,4.8,6.8,10,6.2,3.3,4.8,8,4.4,2,3.4,6
"156","WR","Julio Jones",0.24,0.51,0.18,0.02,0.04,0,7.9,5.1,7,9.8,6.1,3.6,5.8,7.4,4.4,2.3,3.8,5.4
"157","WR","Donovan Peoples-Jones",0.42,0.27,0.21,0.08,0.02,0,7.8,4,7.1,10.4,6,2.8,5.3,8.4,4.2,1.8,3.6,6.1
"158","WR","George Pickens",0.42,0.31,0.17,0.08,0.02,0,7.7,3.9,6.4,10.1,6,2.6,4.9,8.1,4.2,1.7,3.2,6.1
"159","WR","Breshad Perriman",0.33,0.38,0.18,0.1,0,0,7.6,4.1,7.5,10.1,6.4,3.1,5.5,9.4,5.1,2.1,3.9,7.7
"160","WR","Mecole Hardman",0.33,0.42,0.19,0.06,0,0,7.6,4.5,7.1,9.9,6.3,3.3,5.1,8.9,5,2,3.5,7.9
"161","WR","DeAndre Carter",0.38,0.3,0.23,0.08,0.03,0,7.5,2.8,6.5,11.5,6.3,1.9,5.4,9.5,5,1.3,4.3,8.5
"162","WR","Ben Skowronek",0.4,0.35,0.14,0.09,0.02,0,7.5,3.8,6.3,10.4,5.9,2.7,5,8,4.2,1.8,3.4,5.4
"163","WR","Devin Duvernay",0.35,0.38,0.19,0.06,0.02,0,7.3,3.5,6.3,10.5,5.9,2.5,4.9,9.1,4.5,1.5,3.5,7.4
"164","WR","Kendrick Bourne",0.36,0.43,0.17,0.02,0.02,0,7.2,4.2,6.4,9.1,5.5,3.1,4.9,7.1,3.9,1.9,3.6,4.8
"165","WR","JuJu Smith-Schuster",0.38,0.43,0.12,0.05,0.02,0,7.1,4,5.9,9.1,5.5,2.7,4.6,7.5,3.8,1.7,2.9,5.7
"166","WR","Kenny Golladay",0.44,0.29,0.2,0.05,0.02,0,7,3.6,5.1,10.3,5.5,2.6,4.1,7.8,4,1.6,3.1,5.4
"167","WR","Rondale Moore",0.36,0.41,0.18,0.02,0.02,0,6.9,3.7,5.7,9.7,5.2,2.7,4.4,7.4,3.5,1.5,3,4.7
"168","WR","Jalen Guyton",0.49,0.17,0.28,0.04,0,0.02,6.9,2.7,5.2,10.9,5.9,2.2,3.7,9.7,4.8,1.3,2.8,8.5
"169","WR","Chase Claypool",0.45,0.32,0.13,0.08,0.03,0,6.8,3.2,5.2,9.6,5.2,2.5,3.8,7.1,3.6,1.5,2.6,4.7
"170","WR","Alec Pierce",0.36,0.44,0.2,0,0,0,6.8,4.1,6.3,9.7,5.3,3.1,5.2,7.5,3.8,1.9,3.6,6
"171","WR","Khalil Shakir",0.51,0.24,0.14,0.08,0,0.02,6.8,1.9,4.7,9.6,5.7,1.4,4.1,8.2,4.7,0.9,2.9,7.2
"172","WR","Jahan Dotson",0.47,0.29,0.18,0.07,0,0,6.7,2.7,5.7,9.8,5.5,2.2,4.2,8.3,4.3,1.4,2.7,6.8
"173","WR","Scotty Miller",0.44,0.34,0.17,0.02,0.02,0,6.5,3.8,5.1,8.3,4.9,2.8,3.8,6.2,3.3,1.4,2.3,4.3
"174","WR","Tre'Quan Smith",0.46,0.32,0.17,0.02,0.02,0,6.5,2.8,5.5,8.8,5,1.9,4,7.3,3.6,0.9,2.7,4.8
"175","WR","Damiere Byrd",0.48,0.35,0.06,0.08,0.02,0,6.3,2.6,5.6,8.5,5.3,2.1,4.4,7,4.3,1.3,3.2,5.4
"176","WR","KhaDarel Hodge",0.45,0.39,0.12,0.02,0.02,0,6.2,3.1,5.5,8.2,4.8,2.5,4,6.3,3.4,1.4,2.8,4.8
"177","WR","Allen Robinson",0.52,0.31,0.1,0.05,0.02,0,6.2,2.4,4.6,8.7,4.9,1.8,3.4,7,3.6,1.2,2.4,4.8
"178","WR","Darius Slayton",0.53,0.3,0.13,0.05,0,0,6.2,3.5,4.8,7.6,4.8,2.5,3.6,6.1,3.5,1.5,2.5,4.3
"179","WR","Parris Campbell",0.38,0.45,0.17,0,0,0,5.7,2.4,5.2,8.6,4.4,1.9,4.1,6.5,3.1,1.1,3,4.7
"180","WR","Dyami Brown",0.55,0.21,0.21,0.02,0,0,5.7,2,4.1,9.6,5,1.5,3.6,8.6,4.4,1,2.9,7.6
"181","WR","Equanimeous St Brown",0.62,0.2,0.11,0.04,0.02,0,5.3,1.8,3.9,8.5,4.6,1.4,3.2,7.5,3.8,0.9,2,6.5
"182","WR","Jauan Jennings",0.53,0.31,0.12,0.04,0,0,5.3,1.8,4.5,7.2,4.2,1.3,3.5,6,3,0.8,2.2,4.7
"183","WR","Ray-Ray McCloud",0.5,0.43,0.03,0.05,0,0,5.3,2.9,5,6.7,4,2.2,3.8,4.9,2.8,1.3,2.4,3.7
"184","WR","Shi Smith",0.52,0.35,0.13,0,0,0,5.2,2.1,4.7,7.3,4.1,1.6,3.5,6,3.1,0.9,2.3,4.8
"185","WR","AJ Green",0.45,0.43,0.13,0,0,0,5.1,2.4,5.1,6.6,4,1.8,3.9,5,2.8,1.3,2.6,3.4
"186","WR","Justin Watson",0.6,0.3,0.05,0.05,0,0,4.6,1.7,2.8,7.3,3.8,1.2,2.1,6.2,3,0.6,1.6,4.9
"187","WR","Quez Watkins",0.6,0.33,0.02,0.04,0,0,4.5,2.1,3.6,5.7,3.7,1.6,2.6,4.6,3,0.9,1.6,3.5
"188","WR","Michael Bandy",0.64,0.29,0.07,0,0,0,4.4,1.9,3.3,6.3,3.5,1.4,2.7,4.8,2.6,0.9,1.8,3.5
"189","WR","KJ Hamler",0.59,0.41,0,0,0,0,4.4,3,4.3,6.4,3.4,2.1,3.3,4.9,2.5,1.5,2.4,3.5
"190","WR","Velus Jones Jr",0.7,0.18,0.09,0.03,0,0,4.3,1.6,3.2,6.1,3.5,1.1,2.6,4.7,2.7,0.6,1.7,3.3
"191","WR","David Sills V",0.72,0.21,0.07,0,0,0,4,1.8,3,5.6,3,1.3,2.4,4.1,2,0.6,1.6,2.8
"192","WR","Zach Pascal",0.63,0.32,0.05,0,0,0,4,1.5,3.9,6,2.9,1,2.9,4.5,1.9,0.5,1.8,3
"193","WR","Miles Boykin",0.71,0.11,0.14,0.03,0,0,3.9,0,2.2,5.8,3.4,0,1.7,4.6,2.9,0,1.2,3.4
"194","WR","Jake Kumerow",0.71,0.22,0.07,0,0,0,3.9,1.7,2.7,6.4,3.3,1.2,2.2,5.2,2.7,0.7,1.5,4.2
"195","WR","Lil'Jordan Humphrey",0.74,0.17,0.04,0.04,0,0,3.9,1.5,3,4.9,3.2,0.7,2.3,3.9,2.5,0.5,1.5,3
"196","WR","Keith Kirkwood",0.65,0.26,0.09,0,0,0,3.9,1.3,3.1,5.8,2.9,0.8,2.6,4.3,2,0.3,1.7,2.8
"197","WR","Demarcus Robinson",0.69,0.21,0.1,0,0,0,3.8,0.9,2.1,7,3.1,0.6,1.6,5.9,2.4,0.1,1.1,3.7
"198","WR","Christian Watson",0.75,0.23,0,0.02,0,0,3.7,1.7,3.4,4.9,2.8,1.2,2.4,3.9,1.9,0.6,1.8,2.6
"199","WR","James Proche",0.71,0.21,0.05,0.02,0,0,3.6,1.5,2.6,5.3,2.6,1,1.8,3.5,1.6,0.5,1,2.1
"200","WR","Skyy Moore",0.78,0.2,0.02,0,0,0,3.6,1.9,2.8,4.8,2.8,1.4,2.3,3.9,2,0.9,1.4,2.7
"201","WR","Kendall Hinton",0.7,0.25,0.02,0.02,0,0,3.6,0.4,3.1,5.9,2.8,0.4,2.3,4.8,2.1,0.2,1.6,3.6
"202","WR","Michael Strachan",0.68,0.26,0.05,0,0,0,3.5,1.5,2.6,5.5,2.8,1,2.1,4.3,2.1,0.5,1.5,3
"203","WR","David Bell",0.74,0.21,0.05,0,0,0,3.5,1.8,2.8,5,2.7,1.3,2.2,3.9,1.9,0.8,1.5,2.8
"204","WR","Andre Baccellia",0.78,0.2,0.02,0,0,0,3.3,1.7,3.1,4.6,2.5,1.2,2.4,3.3,1.7,0.7,1.4,2.3
"205","WR","Trent Sherfield",0.8,0.17,0.02,0,0,0,3.3,1.5,2.8,4.5,2.5,1,2.2,3.5,1.6,0.5,1.3,2.5
"206","WR","River Cracraft",0.84,0.08,0.08,0,0,0,3.3,1.2,2.7,4,2.6,0.7,2.2,3.2,2,0.2,1.3,2.2
"207","WR","Ihmir Smith-Marsette",0.79,0.12,0.06,0.03,0,0,3.2,0,2.3,3.8,2.5,0,1.8,3.3,1.9,0,1,2.7
"208","WR","Terrace Marshall Jr",0.79,0.18,0.03,0,0,0,3,1.3,2,4.2,2.2,0.8,1.5,3.2,1.4,0.3,0.8,2.2
"209","WR","Tyrie Cleveland",0.83,0.15,0.02,0,0,0,2.9,0,2.5,4.1,2.3,0,1.9,3.4,1.6,0,1.2,2.6
"210","WR","Jaelon Darden",0.82,0.13,0.05,0,0,0,2.9,0,2.5,4.1,2.2,0,1.8,3.4,1.5,0,1,2.4
"211","WR","Tyquan Thornton",0.82,0.16,0.02,0,0,0,2.8,1.4,2.3,4.1,2.1,0.9,1.8,3.1,1.3,0.4,0.9,2
"212","WR","Brandon Powell",0.8,0.17,0.02,0,0,0,2.8,1.6,2.1,3.7,2.1,1.1,1.6,2.8,1.4,0.6,1,2.1
"213","WR","Simi Fehoko",0.78,0.2,0.03,0,0,0,2.8,0,1.9,4.2,2.1,0,1.4,3.2,1.4,0,0.9,2.3
"214","WR","Dee Eskridge",0.8,0.2,0,0,0,0,2.6,1.3,1.8,4.1,1.9,0.8,1.3,3,1.1,0.2,0.8,1.8
"215","WR","Bryan Edwards",0.83,0.18,0,0,0,0,2.5,0.3,1.8,3.2,2,0.1,1.3,2.5,1.5,0,0.8,1.8
"216","WR","Anthony Schwartz",0.77,0.16,0.06,0,0,0,2.5,0,1.5,2.8,2.1,0,1,2.1,1.8,0,0.5,1.4
"217","WR","Wan'Dale Robinson",0.88,0.09,0.03,0,0,0,2.5,0,1.8,3.2,1.8,0,1.3,2.5,1.2,0,0.6,1.6
"218","WR","Juwann Winfree",0.86,0.12,0.02,0,0,0,2.4,0,2.1,3.7,1.8,0,1.6,2.8,1.2,0,1,2.2
"219","WR","Marquise Goodwin",0.86,0.14,0,0,0,0,2.3,0,2.3,3.4,1.8,0,1.8,2.9,1.3,0,1,2.3
"220","WR","Jalen Nailor",0.94,0.03,0.03,0,0,0,2.2,0.9,1.9,3.1,1.7,0.4,1.4,2.2,1.2,0.1,0.9,1.5
"221","WR","Penny Hart",0.93,0.07,0,0,0,0,2.2,1.3,1.8,3.1,1.6,0.8,1.3,2.2,0.9,0.3,0.8,1.5
"222","WR","Jeff Smith",0.84,0.16,0,0,0,0,2.2,0.2,1.8,3.5,1.7,0.1,1.3,3,1.2,0,0.8,2.4
"223","WR","Jalen Reagor",0.88,0.09,0.03,0,0,0,2.2,0.8,1.6,2.4,1.7,0.3,1.1,1.8,1.1,0,0.6,0.9
"224","WR","Mike Thomas",0.87,0.13,0,0,0,0,2,0,1.7,2.6,1.6,0,1.2,2.1,1.1,0,0.7,1.6
"225","WR","Tutu Atwell",0.86,0.14,0,0,0,0,2,0,1.7,2.9,1.6,0,1.2,2.3,1.2,0,0.7,1.8
"226","WR","Cam Sims",0.88,0.12,0,0,0,0,1.9,0,1.6,2.8,1.4,0,1.1,1.8,0.9,0,0.6,1.3
"227","WR","Dennis Houston",0.93,0.07,0,0,0,0,1.9,0,1.7,2.1,1.4,0,1.2,1.6,0.9,0,0.7,1.1
"228","WR","Jalen Tolbert",0.98,0.03,0,0,0,0,1.5,0,1.5,1.8,1,0,1,1.3,0.5,0,0.4,0.7
"229","WR","Tylan Wallace",0.95,0.05,0,0,0,0,1.4,0,1.5,1.9,1.1,0,1,1.4,0.8,0,0.5,0.9
"230","WR","Dax Milne",1,0,0,0,0,0,1.2,0,1.3,1.8,0.8,0,0.8,1.3,0.5,0,0.3,0.8
"231","WR","Stanley Morgan",1,0,0,0,0,0,1.1,0,1.5,1.7,0.8,0,1,1.2,0.4,0,0.5,0.7
"232","WR","Montrell Washington",1,0,0,0,0,0,0.6,0,0.9,1.4,0.3,0,0.4,1,0.1,0,0,0.5
"233","WR","Danny Gray",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","WR","Tim Jones",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","TE","Mark Andrews",0.09,0.23,0.26,0.21,0.11,0.11,14.5,9.1,14.4,18.3,11.8,7.1,11,14.8,9,4.8,8.1,12.2
"236","TE","Zach Ertz",0.15,0.21,0.27,0.17,0.15,0.06,13.2,7.4,13.1,17.6,10.7,5.8,10.2,14.2,8.1,3.7,6.9,12.1
"237","TE","Travis Kelce",0.11,0.17,0.4,0.17,0.04,0.11,13.1,9.4,11.7,16.1,10.4,7.4,9.2,12.8,7.7,4.6,6.7,10.5
"238","TE","Evan Engram",0.15,0.27,0.31,0.19,0.08,0,11.2,7.8,11.7,15.3,9.1,5.5,9.2,12.3,6.9,3.7,7,9.8
"239","TE","Dallas Goedert",0.13,0.46,0.25,0.1,0.02,0.04,10.2,6.1,9.3,12.4,8,4.4,7.5,9.9,5.8,2.9,5.4,7.1
"240","TE","Dalton Schultz",0.33,0.24,0.16,0.18,0.06,0.02,10,4.2,9.1,15.2,8,3.1,6.8,12.9,6,1.9,4.4,9.8
"241","TE","David Njoku",0.25,0.31,0.23,0.13,0.04,0.04,10,5.1,9,13.6,8.2,3.6,6.7,11.5,6.3,2.4,4.3,9.4
"242","TE","Noah Fant",0.19,0.38,0.23,0.13,0.06,0,9.9,6.5,9.6,14.3,7.8,5,7.1,11.7,5.8,3.5,4.7,8.9
"243","TE","Pat Freiermuth",0.12,0.59,0.18,0.08,0.02,0,8.8,5.7,8.4,10.6,6.8,4.1,6.4,8.2,4.7,2.7,4.1,5.7
"244","TE","Tyler Conklin",0.28,0.4,0.13,0.15,0.04,0,8.8,4.8,7.1,12.2,6.9,3.3,5.2,9.7,5,2,3.5,7.8
"245","TE","Gerald Everett",0.28,0.36,0.21,0.15,0,0,8.7,4.5,8,13.4,6.9,3.5,5.5,10.7,5.1,2,3.5,8.2
"246","TE","Adam Trautman",0.3,0.34,0.22,0.1,0.04,0,8.6,4.8,8.2,11.7,7.1,3.4,6.3,9.5,5.6,1.9,4,8
"247","TE","Will Dissly",0.4,0.18,0.26,0.12,0.02,0.02,8.5,2.2,7.4,12.7,7.2,1.6,5,11,5.8,0.8,3.4,9.9
"248","TE","Mike Gesicki",0.31,0.33,0.27,0.08,0.02,0,8.4,4.7,7.7,10.6,6.7,3.5,6.2,8.1,4.9,2.1,4.2,5.7
"249","TE","Robert Tonyan",0.28,0.37,0.22,0.07,0.04,0.02,8.4,4.1,7,10.4,6.8,2.9,5.3,8.8,5.2,2,3.8,6.1
"250","TE","Hunter Henry",0.25,0.44,0.23,0.08,0,0,8.1,5,7.4,10.6,6.4,3.7,5.6,8.4,4.8,2.5,3.7,6.1
"251","TE","Irv Smith",0.31,0.42,0.17,0.1,0,0,7.7,4.7,6.3,10.3,6.2,3.3,4.7,8,4.6,2.1,3.1,5.8
"252","TE","Hayden Hurst",0.26,0.48,0.24,0.02,0,0,7.6,4.9,8.4,10.1,5.9,3.4,5.8,7.7,4.1,1.9,3.7,5.4
"253","TE","Richard Rodgers",0.36,0.38,0.16,0.08,0.02,0,7.4,3.3,6.3,10.2,6,2.3,5,8.3,4.6,1.3,3.4,7
"254","TE","Logan Thomas",0.43,0.35,0.14,0.08,0,0,6.9,3.4,5.8,9.5,5.4,2.4,4.5,7.5,3.9,1.3,3,5.6
"255","TE","Daniel Bellinger",0.5,0.24,0.16,0.04,0.06,0,6.6,1.9,4.9,10.2,5.4,1.3,3.7,7.8,4.2,0.8,2.5,5.7
"256","TE","George Kittle",0.47,0.42,0.12,0,0,0,6.3,4.2,6.1,8.7,4.7,2.9,4.1,6.8,3.1,1.7,2.7,4.3
"257","TE","Kyle Pitts",0.42,0.45,0.13,0,0,0,6.3,3.9,6.1,8.2,4.7,2.6,4.6,6,3.2,1.6,3,4.1
"258","TE","Dawson Knox",0.41,0.41,0.12,0.05,0,0,6.2,3.2,5.3,8.8,4.8,2.2,3.9,6.8,3.5,1.3,2.9,4.7
"259","TE","Cameron Brate",0.51,0.3,0.12,0.07,0,0,6.2,3.1,4.8,9,4.9,2.2,3.7,7,3.6,1.1,2,5.6
"260","TE","Dan Arnold",0.51,0.37,0.12,0,0,0,6.1,3.6,4.9,8.8,4.6,2.6,3.9,6.8,3.1,1.6,2.6,4.7
"261","TE","Cole Kmet",0.55,0.32,0.13,0,0,0,5.8,3.4,4.7,8.5,4.3,2.4,3.4,6.8,2.9,1.4,2.4,4.3
"262","TE","Tyler Higbee",0.46,0.43,0.11,0,0,0,5.7,3.3,6.1,7.9,4.4,2.3,4.1,6,3,1.3,2.8,4.3
"263","TE","Marcedes Lewis",0.53,0.31,0.14,0,0.02,0,5.5,1.8,4.8,8.6,4.5,1.3,3.7,6.6,3.4,0.8,2.2,4.6
"264","TE","CJ Uzomah",0.51,0.42,0.07,0,0,0,5.4,2.9,4.9,7.4,4.1,2.1,3.9,5.9,2.8,1.5,2.9,3.9
"265","TE","Peyton Hendershot",0.53,0.37,0.1,0,0,0,5.3,2.7,4.8,7.2,4,2.1,3.3,5.6,2.8,1.2,2.2,3.8
"266","TE","Cade Otton",0.55,0.39,0.07,0,0,0,5.3,2.7,4.6,7.2,4,2.1,3.6,5.4,2.7,1.2,2.2,3.7
"267","TE","Mo Alie-Cox",0.65,0.18,0.12,0.04,0,0,5.2,2.5,3.3,6.9,4,1.8,2.3,5.5,2.9,0.9,1.6,4.2
"268","TE","Trey McBride",0.58,0.38,0.04,0,0,0,4.8,2.3,3.8,7.5,3.6,1.7,3,5.7,2.5,0.8,2.3,3.8
"269","TE","Nick Vannett",0.63,0.29,0.08,0,0,0,4.7,2.2,3.6,7.3,3.8,1.3,2.8,5.7,2.9,0.8,2.1,4.3
"270","TE","Colby Parkinson",0.69,0.2,0.1,0,0,0,4.4,1.8,3.4,7.1,3.6,1.3,2.5,5.8,2.8,0.8,2,4.3
"271","TE","Ryan Griffin",0.58,0.4,0.02,0,0,0,4.4,1.9,3.7,7.1,3.6,1.4,2.7,5.8,2.8,0.9,1.7,4.5
"272","TE","Ross Dwelley",0.7,0.17,0.11,0.02,0,0,4.2,1.7,3.3,5.5,3.6,1.1,2.6,4.6,2.9,0.6,1.9,3.6
"273","TE","Juwan Johnson",0.63,0.31,0.06,0,0,0,4.1,1.9,3.3,6,3.1,1.2,2.6,4.3,2,0.7,1.7,2.9
"274","TE","Durham Smythe",0.68,0.26,0.06,0,0,0,4,1.6,3.1,6.1,3,1.1,2.6,4.6,2,0.5,1.9,3.3
"275","TE","Kylen Granson",0.7,0.28,0.02,0,0,0,4,1.9,3.7,6.1,2.9,1.4,2.6,4.6,1.9,0.8,1.6,3.1
"276","TE","Ian Thomas",0.72,0.26,0.02,0,0,0,3.8,1.9,3.4,5.8,2.9,1.4,2.6,4.5,1.9,0.8,1.5,2.9
"277","TE","Zach Gentry",0.74,0.2,0.06,0,0,0,3.8,1.7,3.2,5,2.8,1.2,2.5,3.8,1.9,0.5,1.6,2.8
"278","TE","Harrison Bryant",0.7,0.3,0,0,0,0,3.7,1.6,3,6.3,3,1.1,2,4.6,2.3,0.5,1.1,3
"279","TE","Eric Saubert",0.79,0.19,0.02,0,0,0,3.6,1.6,3,4.4,2.8,1.1,2.3,3.4,2.1,0.6,1.6,2.4
"280","TE","Jelani Woods",0.76,0.17,0.07,0,0,0,3.5,1.5,2.4,4.2,3,1,1.9,3.2,2.5,0.5,1.3,2.5
"281","TE","Isaiah Likely",0.75,0.21,0.04,0,0,0,3.5,1.7,3,5,2.6,1.2,2.1,4,1.8,0.5,1.2,2.9
"282","TE","John Bates",0.77,0.21,0.02,0,0,0,3.5,1.7,2.9,4.8,2.6,1.2,2.2,3.6,1.6,0.7,1.2,2.5
"283","TE","Quintin Morris",0.77,0.21,0.02,0,0,0,3.4,1.7,3,4.8,2.6,1.2,2.2,3.7,1.8,0.7,1.6,2.6
"284","TE","Jonnu Smith",0.81,0.15,0.04,0,0,0,3.4,1.7,3.2,4.3,2.5,1.2,2.3,3.2,1.6,0.7,1.2,2.2
"285","TE","Taysom Hill",0.73,0.27,0,0,0,0,3.3,1.7,2.8,5.3,2.5,1.2,2,4.1,1.7,0.7,1.3,3
"286","TE","Tre' McKitty",0.83,0.15,0.02,0,0,0,3.2,1.7,2.8,4.2,2.4,1.2,2,3.3,1.6,0.7,1.3,2.1
"287","TE","Stephen Anderson",0.77,0.23,0,0,0,0,3.2,1.7,2.7,4.6,2.4,1.2,2.1,3.6,1.7,0.7,1.4,2.6
"288","TE","Josiah Deguara",0.81,0.15,0.04,0,0,0,3.1,1.6,2.5,4.4,2.3,1.1,1.8,3.1,1.4,0.5,1,2
"289","TE","Jake Ferguson",0.86,0.12,0.02,0,0,0,3,1.7,2.3,3.7,2.2,1.2,1.8,2.7,1.4,0.7,1.1,1.8
"290","TE","Anthony Firkser",0.78,0.22,0,0,0,0,3,1.4,2.6,4.2,2.3,0.9,2,3.2,1.7,0.4,1.1,2.3
"291","TE","Donald Parham",0.87,0.11,0.02,0,0,0,2.9,1.6,2.5,3.7,2.2,1.1,2,2.7,1.4,0.6,1.2,1.8
"292","TE","Johnny Mundt",0.87,0.09,0.04,0,0,0,2.8,1.4,2.4,3.4,2,0.9,1.5,2.4,1.2,0.4,0.9,1.7
"293","TE","Jody Fortson",0.78,0.2,0.03,0,0,0,2.8,0.9,1.8,3.7,2.3,0.4,1.3,2.7,1.8,0,0.8,1.9
"294","TE","Josh Oliver",0.81,0.13,0.06,0,0,0,2.8,0,1.8,4,2.3,0,1.3,3.2,1.7,0,0.7,2.4
"295","TE","Parker Hesse",0.89,0.11,0,0,0,0,2.6,1.6,2.3,3.6,2,1.1,1.6,2.7,1.3,0.5,0.9,1.9
"296","TE","Ko Kieft",0.86,0.14,0,0,0,0,2.5,1.4,2.1,3.6,1.9,0.9,1.6,2.9,1.3,0.4,1.1,2
"297","TE","Kendall Blanton",0.89,0.11,0,0,0,0,2.5,1.5,2.2,3.2,1.9,1,1.7,2.5,1.2,0.4,1.1,1.7
"298","TE","Albert Okwuegbunam",0.83,0.17,0,0,0,0,2.5,0.8,1.9,3.4,1.8,0.3,1.4,2.5,1,0,0.8,1.7
"299","TE","Tommy Tremble",0.93,0.07,0,0,0,0,2.5,1.4,2.3,3.6,1.8,0.9,1.7,2.7,1.2,0.4,1,1.8
"300","TE","Noah Gray",0.93,0.07,0,0,0,0,2.4,1.5,2.3,3.7,1.8,1,1.8,2.7,1.2,0.5,1.2,1.8
"301","TE","Tanner Hudson",0.87,0.11,0.02,0,0,0,2.3,1.2,1.8,2.9,1.7,0.7,1.3,2.1,1.1,0.2,0.7,1.4
"302","TE","Tyler Davis",0.93,0.07,0,0,0,0,2.3,1.3,2.1,3.4,1.7,0.8,1.6,2.6,1.1,0.3,1,1.6
"303","TE","Armani Rogers",0.95,0.05,0,0,0,0,2.1,1.3,1.8,2.8,1.6,0.8,1.3,2.1,1,0.2,0.7,1.6
"304","TE","Giovanni Ricci",0.98,0.02,0,0,0,0,2.1,0.6,2.1,3.3,1.5,0.1,1.6,2.5,1,0,1.1,1.5
"305","TE","Jack Stoll",0.98,0,0.02,0,0,0,2,1.2,1.6,2.6,1.5,0.7,1.1,2.1,0.9,0.2,0.6,1.3
"306","TE","Chris Manhertz",0.95,0.05,0,0,0,0,2,1.6,1.9,2.4,1.5,1,1.4,1.8,0.9,0.5,0.8,1.2
"307","TE","Lawrence Cager",0.91,0.09,0,0,0,0,2,0,1.9,2.9,1.5,0,1.4,2.1,1,0,0.8,1.5
"308","TE","Kyle Rudolph",0.93,0.07,0,0,0,0,2,1,1.9,2.8,1.5,0.5,1.4,2.2,1,0,0.8,1.5
"309","TE","Eric Tomlinson",0.88,0.12,0,0,0,0,1.9,1,1.7,2.2,1.4,0.5,1.2,1.7,0.9,0,0.7,1.2
"310","TE","Devin Asiasi",0.86,0.12,0.02,0,0,0,1.9,0,1.1,2.4,1.5,0,0.6,1.9,1.2,0,0.1,1.4
"311","TE","Mitchell Wilcox",1,0,0,0,0,0,1.9,0.9,2,2.8,1.4,0.4,1.5,2.2,0.9,0,0.8,1.6
"312","TE","Charlie Woerner",1,0,0,0,0,0,1.9,0.3,1.8,2.7,1.3,0.1,1.3,2,0.8,0,0.8,1.3
"313","TE","Ben Ellefson",0.95,0.05,0,0,0,0,1.8,0,1.6,2.4,1.3,0,1.1,1.9,0.9,0,0.6,1.3
"314","TE","Trevon Wesco",0.94,0.06,0,0,0,0,1.8,0,1.7,2.6,1.3,0,1.2,2,0.9,0,0.7,1.5
"315","TE","Grant Calcaterra",0.95,0.05,0,0,0,0,1.7,1.3,1.5,2.2,1.2,0.8,1,1.7,0.8,0.3,0.5,1.2
"316","TE","Stephen Sullivan",0.92,0.08,0,0,0,0,1.5,0,1.2,2,1.1,0,0.7,1.5,0.6,0,0.2,1
"317","TE","Drew Sample",0.96,0.04,0,0,0,0,1.5,0.9,1.4,1.6,1,0.4,0.9,1.1,0.6,0,0.4,0.6
"318","TE","Miller Forristall",1,0,0,0,0,0,0.4,0,0,0.8,0.3,0,0,0.4,0.1,0,0,0
"319","TE","Cole Turner",1,0,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0.1,0,0,0
"320","TE","Feleipe Franks",1,0,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0.1,0,0,0
"321","TE","Noah Togiai",1,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0
"322","TE","Jake Tonges",1,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"323","TE","Tanner Conner",1,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"324","TE","Jeremy Ruckert",1,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0
